0.353553,0,0
-0.353553,0,0
0.353503,-0.00841409,0.006
-0.243801,18.2921,0.006
0.353402,-0.0168294,0.012
-0.134307,18.2489,0.012
0.35325,-0.025247,0.018
-0.024902,18.2342,0.018
0.353048,-0.0336683,0.024
0.0844908,18.2321,0.024
0.352796,-0.0420943,0.03
0.193937,18.2411,0.03
0.352493,-0.0505263,0.036
0.30355,18.2688,0.036
0.352139,-0.0589655,0.042
0.413899,18.3915,0.042
0.351734,-0.0674131,0.048
0.523648,18.2915,0.048
0.351279,-0.0758703,0.054
0.633151,18.2505,0.054
0.350773,-0.0843384,0.06
0.742491,18.2234,0.06
0.350216,-0.0928186,0.066
0.851707,18.2027,0.066
0.349608,-0.101312,0.072
0.960822,18.1858,0.072
0.348949,-0.10982,0.078
1.06985,18.1715,0.078
0.348239,-0.118345,0.084
1.17881,18.159,0.084
0.347478,-0.126886,0.09
1.28769,18.1479,0.09
0.346665,-0.135446,0.096
1.39652,18.1379,0.096
0.345801,-0.144026,0.102
1.50529,18.1287,0.102
0.344885,-0.152627,0.108
1.61401,18.1204,0.108
0.343918,-0.161251,0.114
1.72269,18.1126,0.114
0.342899,-0.169898,0.12
1.83132,18.1053,0.12
0.341827,-0.178572,0.126
1.93991,18.0986,0.126
0.340704,-0.187272,0.132
2.04847,18.0922,0.132
0.339528,-0.196001,0.138
2.15698,18.0862,0.138
0.338299,-0.204759,0.144
2.26547,18.0805,0.144
0.337018,-0.213549,0.15
2.37392,18.0751,0.15
0.335683,-0.222373,0.156
2.48234,18.0699,0.156
0.334296,-0.231231,0.162
2.59073,18.065,0.162
0.332855,-0.240125,0.168
2.69909,18.0603,0.168
0.331361,-0.249058,0.174
2.80742,18.0558,0.174
0.329813,-0.258031,0.18
2.91573,18.0515,0.18
0.328211,-0.267045,0.186
3.02402,18.0473,0.186
0.326554,-0.276103,0.192
3.13228,18.0433,0.192
0.324843,-0.285206,0.198
3.24051,18.0394,0.198
0.323076,-0.294357,0.204
3.34873,18.0357,0.204
0.321255,-0.303558,0.21
3.45692,18.0321,0.21
0.319378,-0.31281,0.216
3.56509,18.0286,0.216
0.317446,-0.322116,0.222
3.67324,18.0252,0.222
0.315457,-0.331478,0.228
3.78137,18.0219,0.228
0.313411,-0.340899,0.234
3.88948,18.0187,0.234
0.311309,-0.350381,0.24
3.99758,18.0156,0.24
0.309149,-0.359926,0.246
4.10565,18.0126,0.246
0.306932,-0.369537,0.252
4.21371,18.0096,0.252
0.304657,-0.379217,0.258
4.32175,18.0068,0.258
0.302323,-0.388968,0.264
4.42978,18.004,0.264
0.29993,-0.398794,0.27
4.53778,18.0013,0.27
0.297478,-0.408698,0.276
4.64578,17.9986,0.276
0.294966,-0.418682,0.282
4.75375,17.996,0.282
0.292394,-0.428751,0.288
4.86171,17.9935,0.288
0.28976,-0.438907,0.294
4.96966,17.991,0.294
0.287065,-0.449155,0.3
5.07759,17.9886,0.3
0.284308,-0.459497,0.306
5.18551,17.9862,0.306
0.281489,-0.46994,0.312
5.29341,17.9839,0.312
0.278606,-0.480485,0.318
5.4013,17.9816,0.318
0.275659,-0.491139,0.324
5.50918,17.9794,0.324
0.272647,-0.501905,0.33
5.61704,17.9772,0.33
0.269571,-0.512789,0.336
5.72489,17.9751,0.336
0.266428,-0.523796,0.342
5.83273,17.973,0.342
0.263218,-0.534931,0.348
5.94056,17.9709,0.348
0.259941,-0.5462,0.354
6.04837,17.9689,0.354
0.256595,-0.55761,0.36
6.15617,17.9669,0.36
0.25318,-0.569167,0.366
6.26396,17.965,0.366
0.249695,-0.580878,0.372
6.37174,17.963,0.372
0.246139,-0.592751,0.378
6.47951,17.9612,0.378
0.24251,-0.604793,0.384
6.58726,17.9593,0.384
0.238808,-0.617013,0.39
6.69501,17.9575,0.39
0.235031,-0.62942,0.396
6.80274,17.9557,0.396
0.231179,-0.642024,0.402
6.91046,17.9539,0.402
0.22725,-0.654836,0.408
7.01818,17.9522,0.408
0.223243,-0.667866,0.414
7.12588,17.9505,0.414
0.219156,-0.681127,0.42
7.23357,17.9488,0.42
0.214988,-0.694631,0.426
7.34125,17.9471,0.426
0.210738,-0.708395,0.432
7.44893,17.9455,0.432
0.206403,-0.722431,0.438
7.55659,17.9439,0.438
0.201983,-0.736759,0.444
7.66424,17.9423,0.444
0.197475,-0.751395,0.45
7.77189,17.9407,0.45
0.192876,-0.766361,0.456
7.87952,17.9392,0.456
0.188186,-0.781678,0.462
7.98715,17.9377,0.462
0.183402,-0.79737,0.468
8.09477,17.9362,0.468
0.178521,-0.813466,0.474
8.20238,17.9347,0.474
0.173541,-0.829995,0.48
8.30997,17.9332,0.48
0.168459,-0.846989,0.486
8.41757,17.9318,0.486
0.163272,-0.864488,0.492
8.52515,17.9303,0.492
0.157977,-0.882533,0.498
8.63272,17.9289,0.498
0.15257,-0.901171,0.504
8.74029,17.9276,0.504
0.147047,-0.920457,0.51
8.84784,17.9262,0.51
0.141405,-0.940454,0.516
8.95539,17.9248,0.516
0.135637,-0.961232,0.522
9.06293,17.9235,0.522
0.12974,-0.982874,0.528
9.17047,17.9222,0.528
0.123707,-1.00548,0.534
9.27799,17.9209,0.534
0.117532,-1.02916,0.54
9.38551,17.9196,0.54
0.111208,-1.05405,0.546
9.49302,17.9183,0.546
0.104726,-1.08033,0.552
9.60052,17.917,0.552
0.0980769,-1.10818,0.558
9.70801,17.9158,0.558
0.0912496,-1.13787,0.564
9.8155,17.9145,0.564
0.0842313,-1.16971,0.57
9.92298,17.9133,0.57
0.0770066,-1.20412,0.576
10.0305,17.9121,0.576
0.0695568,-1.24163,0.582
10.1379,17.9109,0.582
0.0618588,-1.283,0.588
10.2454,17.9097,0.588
0.053883,-1.32929,0.594
10.3528,17.9085,0.594
0.0455906,-1.38208,0.6
10.4603,17.9074,0.6
0.0369272,-1.4439,0.606
10.5677,17.9062,0.606
0.0278121,-1.51918,0.612
10.6751,17.9051,0.612
0.018111,-1.61685,0.618
10.7826,17.904,0.618
0.00755136,-1.75994,0.624
10.89,17.9029,0.624
-0.0047642,-2.05259,0.63
10.9974,17.9018,0.63
-0.0120757,-1.21859,0.636
11.1048,17.9007,0.636
-0.0173228,-0.874519,0.642
11.2122,17.8996,0.642
-0.021294,-0.66186,0.648
11.3196,17.8985,0.648
-0.0242722,-0.496361,0.654
11.427,17.8975,0.654
-0.0263984,-0.354377,0.66
11.5343,17.8964,0.66
-0.0277511,-0.225449,0.666
11.6417,17.8954,0.666
-0.028373,-0.10364,0.672
11.7491,17.8944,0.672
-0.028282,0.0151547,0.678
11.8564,17.8933,0.678
-0.0274757,0.134381,0.684
11.9638,17.8923,0.684
-0.0259303,0.257574,0.69
12.0711,17.8913,0.69
-0.0235953,0.389165,0.696
12.1785,17.8903,0.696
-0.02038,0.535882,0.702
12.2858,17.8893,0.702
-0.0161185,0.710261,0.708
12.3932,17.8884,0.708
-0.0104595,0.943153,0.714
12.5005,17.8874,0.714
-0.0022324,1.37119,0.72
12.6078,17.8864,0.72
-0.00909074,-1.14306,0.726
12.7151,17.8855,0.726
-0.0126782,-0.597915,0.732
12.8224,17.8845,0.732
-0.01434,-0.276958,0.738
12.9297,17.8836,0.738
-0.0143746,-0.00577074,0.744
13.037,17.8827,0.744
-0.0127873,0.264548,0.75
13.1443,17.8818,0.75
-0.00929734,0.581662,0.756
13.2516,17.8808,0.756
-0.00266931,1.10467,0.762
13.3589,17.8799,0.762
-0.0321058,-4.90609,0.768
13.4661,17.879,0.768
